soil_type,season,water,temperature,humidity,label
sandy,summer,medium,21.79,53.81,maize
loamy,autumn,low,18.17,28.38,barley
red,summer,medium,25.52,42.27,coffee
black,summer,low,31.0,37.09,millets
sandy,winter,low,12.52,35.03,onion
loamy,summer,medium,24.87,61.56,grapes
loamy,summer,high,29.39,85.89,coconut
black,summer,low,26.31,40.72,pigeonpeas
sandy,autumn,medium,26.17,47.82,tomato
loamy,monsoon,high,21.9,90.88,tea
sandy,monsoon,low,24.33,62.32,millets
black,winter,low,8.82,28.72,wheat
sandy,summer,low,30.71,36.47,millets
loamy,monsoon,high,24.03,85.82,jute
sandy,summer,low,33.26,76.0,mungbean
loamy,monsoon,high,22.78,91.64,banana
black,monsoon,high,25.38,95.09,rice
loamy,summer,medium,30.71,67.71,mungbean
sandy,summer,medium,31.28,75.19,watermelon
red,autumn,medium,27.66,59.14,coffee
sandy,winter,low,13.2,28.77,onion
black,winter,low,9.44,17.88,barley
clay,monsoon,high,23.57,91.57,jute
loamy,autumn,medium,16.49,33.6,wheat
black,summer,low,30.01,40.15,sorghum
loamy,summer,medium,27.73,78.69,orange
loamy,monsoon,medium,24.06,92.61,tea
loamy,summer,low,32.6,76.23,muskmelon
loamy,monsoon,medium,24.87,97.65,tea
red,monsoon,low,24.98,65.97,millets
black,summer,high,30.91,66.23,rice
loamy,summer,medium,25.39,69.42,grapes
loamy,summer,medium,32.34,63.14,turmeric
red,summer,medium,29.78,40.41,chili
loamy,autumn,medium,18.56,48.27,potato
black,monsoon,high,25.99,92.19,jute
loamy,monsoon,high,25.46,95.67,coconut
sandy,summer,medium,24.8,56.9,maize
loamy,summer,medium,27.17,71.43,cotton
black,autumn,low,28.03,48.43,sorghum
clay,monsoon,high,23.0,88.27,jute
loamy,autumn,medium,13.68,38.79,wheat
loamy,monsoon,high,22.7,95.31,jute
sandy,winter,medium,17.51,39.18,tomato
clay,winter,medium,11.0,8.4,kidneybeans
loamy,summer,low,36.82,42.08,mango
black,monsoon,high,24.87,91.69,jute
black,monsoon,low,25.57,58.72,pigeonpeas
loamy,summer,medium,30.41,76.82,muskmelon
black,summer,medium,24.82,71.19,cotton
red,summer,medium,29.44,75.8,watermelon
red,winter,medium,14.9,34.15,tomato
black,summer,high,35.24,49.05,sugarcane
sandy,monsoon,low,28.15,69.05,mothbeans
red,monsoon,medium,27.22,84.88,turmeric
sandy,summer,low,25.04,36.23,pomegranate
red,autumn,medium,21.73,98.28,orange
clay,winter,low,13.88,13.59,barley
loamy,monsoon,medium,23.86,82.67,sugarcane
loamy,monsoon,medium,26.99,70.53,coffee
clay,winter,medium,10.53,10.22,kidneybeans
loamy,monsoon,medium,25.28,82.47,sugarcane
black,monsoon,high,26.9,79.17,sugarcane
loamy,summer,medium,33.11,44.25,mango
loamy,autumn,medium,23.89,95.61,orange
black,monsoon,high,23.39,100.0,rice
sandy,summer,high,27.58,76.48,watermelon
loamy,monsoon,high,23.01,89.51,jute
black,summer,high,27.72,75.01,rice
black,winter,low,7.66,19.28,barley
loamy,summer,medium,35.07,84.67,papaya
loamy,summer,low,29.59,77.94,mungbean
loamy,summer,high,26.96,67.86,ginger
loamy,autumn,low,20.94,11.98,chickpea
sandy,summer,medium,36.4,36.33,mango
sandy,summer,medium,28.93,45.52,guava
loamy,summer,medium,29.2,39.6,chili
black,winter,medium,10.37,8.65,kidneybeans
black,summer,medium,24.38,74.01,cotton
loamy,summer,medium,26.68,75.63,orange
red,monsoon,low,27.48,64.61,millets
loamy,summer,low,34.78,41.63,mango
loamy,autumn,high,27.01,80.77,tea
loamy,monsoon,high,30.89,84.96,turmeric
loamy,monsoon,medium,22.5,92.55,cotton
black,autumn,low,26.36,47.95,sorghum
red,monsoon,medium,28.71,85.46,turmeric
sandy,summer,low,24.26,46.84,pomegranate
red,summer,medium,33.76,34.05,mango
loamy,winter,low,9.74,13.24,chickpea
black,summer,medium,27.35,76.92,cotton
loamy,monsoon,medium,26.05,84.64,blackgram
sandy,autumn,low,19.7,55.9,pomegranate
sandy,summer,high,28.76,75.04,watermelon
sandy,autumn,medium,21.83,86.81,orange
loamy,autumn,medium,22.46,86.89,apple
sandy,monsoon,medium,21.16,72.85,guava
loamy,winter,low,11.11,18.33,kidneybeans
red,autumn,low,27.36,51.35,sorghum
loamy,summer,low,32.8,42.05,millets
clay,monsoon,medium,21.92,94.42,jute
loamy,autumn,medium,22.13,95.67,orange
black,summer,low,29.18,35.3,millets
loamy,summer,medium,28.49,34.02,tomato
sandy,autumn,medium,19.65,95.38,orange
loamy,autumn,low,20.65,9.6,chickpea
sandy,monsoon,medium,20.84,97.86,coconut
loamy,summer,medium,29.59,38.86,chili
loamy,autumn,low,18.73,30.47,barley
red,summer,low,29.68,43.59,mothbeans
loamy,summer,high,28.71,70.27,rice
sandy,summer,low,33.02,46.04,sorghum
loamy,winter,medium,16.46,36.29,tomato
loamy,autumn,low,20.34,37.18,barley
red,winter,medium,12.26,42.05,potato
black,winter,medium,11.69,8.69,kidneybeans
loamy,monsoon,high,30.61,98.52,papaya
clay,winter,low,5.85,19.94,wheat
loamy,winter,low,13.63,29.92,onion
loamy,summer,medium,24.84,69.22,grapes
sandy,winter,low,11.4,24.59,barley
black,monsoon,high,25.62,81.0,sugarcane
loamy,autumn,medium,22.67,56.66,guava
sandy,winter,low,11.31,34.1,onion
clay,monsoon,high,25.53,87.43,banana
loamy,winter,medium,17.0,34.5,tomato
clay,monsoon,medium,24.57,90.58,ginger
black,summer,low,32.64,42.69,sorghum
black,summer,medium,25.94,77.03,cotton
black,monsoon,medium,20.03,97.52,cotton
loamy,monsoon,high,23.65,86.02,ginger
loamy,autumn,medium,14.88,31.12,wheat
clay,monsoon,medium,22.88,99.14,rice
red,summer,low,30.03,30.81,pigeonpeas
sandy,monsoon,low,28.42,99.29,mungbean
loamy,winter,low,14.27,22.57,barley
black,winter,low,7.33,4.64,chickpea
red,autumn,medium,18.27,21.51,kidneybeans
loamy,monsoon,high,23.68,87.6,ginger
loamy,autumn,medium,19.93,51.89,potato
loamy,summer,medium,27.35,65.92,cotton
black,summer,high,32.6,52.2,sugarcane
sandy,autumn,low,29.93,49.94,mothbeans
red,winter,medium,13.01,34.51,tomato
loamy,monsoon,medium,34.55,72.66,mango
black,summer,high,33.88,49.52,sugarcane
red,summer,low,29.38,73.7,grapes
loamy,summer,medium,24.69,65.17,grapes
loamy,monsoon,medium,30.83,63.86,mango
loamy,summer,medium,26.13,73.69,orange
loamy,monsoon,high,21.38,95.89,jute
loamy,monsoon,high,25.09,84.64,turmeric
loamy,summer,medium,34.35,70.85,turmeric
loamy,monsoon,medium,25.48,84.62,blackgram
red,summer,low,25.62,47.01,pomegranate
loamy,autumn,medium,28.79,54.85,coffee
clay,monsoon,medium,22.54,98.02,jute
loamy,monsoon,high,30.04,82.84,turmeric
sandy,autumn,low,28.42,55.45,mothbeans
black,winter,low,17.47,44.7,lentil
loamy,summer,low,29.17,79.48,muskmelon
loamy,summer,medium,24.78,78.9,orange
loamy,monsoon,high,26.1,88.89,banana
black,winter,medium,10.83,6.02,kidneybeans
black,winter,low,8.37,14.17,barley
clay,winter,medium,15.41,87.48,apple
loamy,summer,medium,24.13,80.54,orange
sandy,autumn,low,22.43,58.05,pomegranate
loamy,winter,medium,9.76,23.86,wheat
sandy,summer,low,25.96,70.69,grapes
black,summer,high,28.16,73.45,rice
loamy,summer,low,30.56,35.71,mothbeans
loamy,monsoon,medium,23.31,64.39,pigeonpeas
red,monsoon,medium,27.65,88.39,turmeric
black,monsoon,medium,23.81,97.3,cotton
sandy,monsoon,medium,22.56,100.0,coconut
clay,monsoon,high,22.73,89.86,jute
sandy,autumn,low,29.53,54.41,mothbeans
red,monsoon,medium,22.61,97.02,tea
black,monsoon,high,20.82,93.76,jute
sandy,monsoon,medium,24.29,77.0,guava
black,summer,medium,30.62,40.31,chili
red,monsoon,medium,21.09,74.22,guava
loamy,autumn,medium,27.82,53.26,guava
clay,monsoon,high,22.98,98.62,jute
loamy,summer,medium,30.73,44.06,chili
sandy,autumn,medium,21.21,87.62,orange
loamy,autumn,medium,22.58,51.59,tomato
loamy,monsoon,medium,28.9,64.98,mango
sandy,winter,low,9.24,26.32,barley
clay,winter,medium,10.89,22.41,wheat
loamy,autumn,medium,20.64,98.88,orange
loamy,monsoon,high,24.82,90.75,banana
loamy,winter,medium,17.6,77.28,orange
black,summer,medium,28.63,36.52,chili
clay,monsoon,medium,22.9,88.63,ginger
red,winter,medium,14.87,87.09,apple
loamy,monsoon,high,30.28,99.97,papaya
sandy,autumn,medium,22.39,91.7,orange
sandy,summer,medium,34.75,79.9,papaya
sandy,autumn,medium,26.95,85.72,muskmelon
red,summer,low,30.45,67.08,grapes
clay,summer,high,31.7,67.21,jute
loamy,monsoon,medium,25.36,65.17,pigeonpeas
sandy,autumn,low,15.63,29.44,barley
sandy,summer,low,31.31,76.54,mungbean
sandy,autumn,low,27.1,49.38,mothbeans
loamy,autumn,medium,20.39,18.11,kidneybeans
clay,winter,medium,9.79,8.41,kidneybeans
loamy,autumn,low,20.65,59.68,pomegranate
clay,summer,high,31.4,63.44,jute
red,winter,medium,16.47,84.06,apple
sandy,monsoon,medium,22.78,100.0,watermelon
loamy,autumn,medium,18.0,50.0,potato
loamy,summer,low,32.41,42.62,sorghum
sandy,monsoon,medium,21.01,86.82,maize
loamy,monsoon,low,24.98,99.46,mungbean
loamy,autumn,medium,26.74,60.73,coffee
sandy,autumn,medium,23.64,93.99,orange
loamy,summer,low,30.46,77.53,muskmelon
loamy,monsoon,high,27.14,73.51,sugarcane
loamy,summer,medium,27.41,80.16,orange
clay,winter,medium,10.14,21.97,wheat
red,summer,low,31.49,34.07,pigeonpeas
loamy,monsoon,high,29.27,82.37,turmeric
red,summer,low,27.48,35.74,pigeonpeas
loamy,winter,low,9.03,45.35,potato
red,autumn,low,27.0,49.37,sorghum
clay,monsoon,medium,27.87,82.62,turmeric
loamy,monsoon,medium,23.58,71.57,guava
red,summer,medium,37.24,79.83,papaya
sandy,summer,medium,29.71,68.48,muskmelon
loamy,winter,medium,11.35,7.06,kidneybeans
sandy,autumn,low,21.06,61.95,pomegranate
clay,winter,low,3.45,17.92,wheat
loamy,monsoon,medium,21.06,68.95,coffee
loamy,autumn,medium,27.8,55.14,coffee
sandy,monsoon,high,21.74,100.0,coconut
loamy,summer,high,32.01,58.38,sugarcane
black,summer,medium,26.4,72.22,cotton
loamy,summer,low,22.58,50.64,pomegranate
loamy,monsoon,high,24.9,88.12,ginger
clay,winter,medium,12.32,11.08,kidneybeans
clay,monsoon,high,21.36,87.86,jute
loamy,winter,medium,15.16,55.61,lentil
loamy,monsoon,medium,31.65,71.14,mango
loamy,summer,medium,25.3,81.57,orange
loamy,monsoon,high,28.03,84.13,turmeric
red,summer,low,32.16,37.69,pigeonpeas
red,summer,medium,37.81,80.01,papaya
red,monsoon,medium,24.88,73.7,coffee
red,autumn,low,25.75,49.47,mothbeans
black,summer,medium,27.88,46.95,maize
loamy,autumn,low,23.12,61.68,lentil
loamy,summer,high,26.38,67.3,ginger
loamy,autumn,medium,24.63,60.78,coffee
loamy,monsoon,medium,26.67,68.3,guava
red,summer,medium,30.46,41.23,coffee
black,winter,low,8.94,21.64,barley
red,summer,low,31.29,46.22,sorghum
clay,autumn,low,23.47,59.07,lentil
loamy,monsoon,medium,26.92,83.19,sugarcane
sandy,autumn,low,16.74,29.65,barley
loamy,summer,low,32.86,34.22,millets
black,winter,low,9.63,13.0,chickpea
clay,monsoon,medium,24.88,91.0,ginger
loamy,summer,high,25.67,64.98,ginger
loamy,summer,medium,24.05,68.6,grapes
loamy,summer,low,33.56,33.69,millets
red,winter,low,9.47,14.06,chickpea
loamy,winter,low,10.43,47.77,potato
clay,monsoon,medium,23.52,90.9,ginger
loamy,summer,medium,36.91,46.75,mango
loamy,winter,medium,12.57,11.94,kidneybeans
black,monsoon,low,28.75,79.13,blackgram
sandy,winter,low,10.52,12.6,chickpea
loamy,summer,low,38.5,40.45,mango
black,winter,medium,7.26,21.64,wheat
sandy,monsoon,medium,31.53,95.5,papaya
loamy,summer,low,32.12,37.51,millets
loamy,monsoon,low,25.55,98.95,mungbean
black,monsoon,low,29.23,85.54,blackgram
loamy,winter,medium,14.01,11.1,kidneybeans
loamy,monsoon,high,24.8,91.71,jute
loamy,summer,high,28.25,73.63,watermelon
sandy,autumn,low,21.62,61.71,pomegranate
sandy,autumn,medium,17.51,50.05,potato
loamy,autumn,medium,26.62,58.72,coffee
loamy,summer,high,28.57,82.79,coconut
loamy,monsoon,high,25.37,97.02,coconut
black,monsoon,high,21.46,96.34,jute
loamy,summer,medium,25.18,37.93,tomato
loamy,monsoon,medium,25.81,100.0,tea
loamy,monsoon,medium,30.8,65.91,mango
sandy,autumn,low,21.41,51.76,pomegranate
loamy,monsoon,high,25.73,73.62,sugarcane
black,monsoon,medium,20.93,98.64,cotton
sandy,summer,medium,27.05,44.63,guava
loamy,monsoon,medium,30.16,64.54,mango
red,winter,medium,12.95,87.4,apple
loamy,autumn,medium,18.45,48.36,potato
loamy,summer,high,31.35,75.39,banana
black,winter,medium,6.72,19.66,wheat
red,autumn,medium,19.31,19.0,kidneybeans
loamy,autumn,medium,22.06,65.99,maize
sandy,monsoon,low,27.79,69.74,mothbeans
red,monsoon,low,24.83,64.19,pigeonpeas
red,monsoon,medium,26.62,75.83,coffee
red,summer,medium,27.86,74.11,cotton
loamy,winter,medium,7.38,26.62,wheat
clay,winter,medium,9.46,24.35,wheat
loamy,monsoon,high,26.27,70.11,sugarcane
red,monsoon,high,26.19,92.33,banana
loamy,summer,medium,27.29,40.71,tomato
loamy,monsoon,high,27.26,77.96,sugarcane
loamy,monsoon,high,24.24,81.95,ginger
loamy,monsoon,high,23.99,96.19,coconut
sandy,summer,medium,34.91,39.36,mango
black,monsoon,high,25.09,96.76,rice
loamy,autumn,low,24.39,80.81,grapes
sandy,summer,medium,24.83,48.35,maize
loamy,winter,medium,11.5,33.4,onion
loamy,monsoon,low,24.88,80.16,blackgram
sandy,autumn,low,20.78,53.71,pomegranate
sandy,monsoon,medium,22.85,97.36,coconut
loamy,monsoon,medium,31.03,69.87,mango
sandy,summer,high,32.32,79.71,coconut
loamy,summer,medium,24.05,61.52,grapes
sandy,autumn,medium,27.14,80.91,muskmelon
loamy,summer,low,31.36,34.35,millets
clay,monsoon,high,22.58,87.33,jute
loamy,summer,low,28.99,41.64,mothbeans
red,summer,low,35.34,71.52,mungbean
red,summer,medium,28.68,42.33,coffee
sandy,summer,low,31.98,42.28,sorghum
loamy,monsoon,high,26.78,90.32,banana
clay,monsoon,high,24.52,73.42,sugarcane
loamy,monsoon,high,28.23,74.59,sugarcane
sandy,autumn,low,25.58,52.54,mothbeans
red,summer,medium,25.99,78.1,orange
clay,winter,medium,10.44,5.14,kidneybeans
loamy,summer,medium,32.9,60.24,turmeric
loamy,monsoon,medium,25.97,70.08,guava
red,summer,medium,34.8,39.1,mango
loamy,summer,medium,31.99,39.67,guava
sandy,autumn,low,27.56,51.06,mothbeans
loamy,monsoon,medium,26.9,84.59,sugarcane
clay,winter,medium,12.09,14.75,kidneybeans
loamy,monsoon,high,27.74,89.36,ginger
sandy,summer,low,24.89,78.34,grapes
red,summer,medium,28.71,79.89,watermelon
loamy,summer,low,33.02,79.02,mungbean
sandy,winter,low,12.14,32.18,onion
loamy,summer,medium,30.66,75.89,muskmelon
loamy,autumn,medium,26.44,56.72,coffee
loamy,summer,medium,25.8,66.04,grapes
sandy,summer,medium,29.28,45.95,guava
red,winter,medium,14.35,86.75,apple
loamy,autumn,medium,22.88,96.29,apple
red,summer,medium,28.56,70.2,cotton
loamy,summer,medium,32.07,75.59,muskmelon
sandy,autumn,medium,29.1,82.29,muskmelon
loamy,monsoon,high,27.84,73.22,sugarcane
sandy,summer,medium,35.15,81.02,papaya
red,monsoon,medium,25.06,90.07,ginger
black,summer,medium,27.91,73.23,cotton
loamy,summer,medium,28.83,68.2,muskmelon
sandy,summer,medium,36.08,40.96,mango
black,winter,low,11.14,16.19,barley
red,monsoon,medium,28.13,86.19,turmeric
sandy,monsoon,low,28.17,67.02,mothbeans
sandy,monsoon,medium,23.38,98.49,watermelon
loamy,summer,high,28.92,69.89,ginger
clay,winter,medium,10.71,10.4,kidneybeans
loamy,monsoon,high,25.83,88.88,banana
loamy,summer,high,29.18,68.21,ginger
loamy,autumn,high,25.9,78.81,tea
clay,summer,high,28.4,66.48,jute
black,summer,low,29.62,34.4,pigeonpeas
black,monsoon,medium,24.6,95.07,cotton
loamy,summer,low,29.21,44.63,mothbeans
loamy,monsoon,high,26.07,72.83,sugarcane
loamy,monsoon,high,29.39,74.86,sugarcane
loamy,monsoon,high,22.84,90.86,banana
loamy,summer,low,31.17,82.72,mungbean
black,winter,medium,6.8,22.71,wheat
clay,monsoon,medium,26.87,93.97,ginger
black,summer,high,33.59,50.61,sugarcane
loamy,monsoon,high,22.2,99.58,jute
loamy,monsoon,medium,29.68,73.91,mango
loamy,monsoon,medium,26.79,78.04,sugarcane
sandy,monsoon,low,28.9,100.0,mungbean
loamy,monsoon,medium,23.61,69.71,chili
red,autumn,low,20.55,58.18,pomegranate
black,monsoon,low,23.78,62.39,pigeonpeas
sandy,summer,high,30.22,76.98,watermelon
sandy,monsoon,high,26.24,96.1,coconut
loamy,monsoon,high,24.76,95.21,banana
loamy,monsoon,high,21.02,93.1,jute
clay,winter,low,4.17,23.7,wheat
clay,winter,low,1.24,23.09,wheat
loamy,autumn,low,21.84,94.57,apple
loamy,monsoon,low,24.65,64.48,pigeonpeas
loamy,autumn,high,24.98,81.89,tea
red,summer,medium,33.84,83.54,papaya
loamy,autumn,low,25.46,63.31,lentil
loamy,winter,low,12.52,40.98,potato
sandy,summer,medium,25.59,58.96,maize
loamy,autumn,high,23.96,73.63,tea
loamy,summer,low,30.88,39.07,sorghum
loamy,summer,medium,23.89,30.96,tomato
loamy,monsoon,medium,27.74,62.1,pigeonpeas
red,summer,medium,23.85,56.85,maize
loamy,autumn,low,22.12,61.18,lentil
red,summer,low,25.65,40.19,pomegranate
loamy,monsoon,medium,23.47,68.56,guava
red,winter,medium,15.37,42.19,tomato
black,winter,medium,11.05,9.87,kidneybeans
loamy,summer,low,28.67,80.36,mungbean
sandy,monsoon,medium,22.87,100.0,coconut
red,monsoon,low,26.32,67.01,millets
sandy,autumn,medium,25.75,46.9,tomato
black,winter,low,9.34,22.9,barley
sandy,autumn,low,24.62,79.08,grapes
loamy,summer,medium,26.88,71.38,cotton
sandy,summer,high,28.51,74.79,watermelon
clay,winter,low,4.23,18.53,wheat
red,monsoon,low,24.86,62.76,millets
loamy,monsoon,high,24.18,88.63,banana
loamy,monsoon,high,21.62,91.11,jute
red,autumn,low,29.36,54.0,mothbeans
red,monsoon,high,25.89,95.32,banana
loamy,monsoon,medium,26.05,76.64,turmeric
loamy,autumn,medium,18.53,19.68,kidneybeans
clay,winter,medium,10.47,13.49,kidneybeans
black,winter,medium,7.98,23.06,wheat
sandy,monsoon,low,26.26,69.48,mothbeans
loamy,monsoon,high,27.73,86.18,ginger
sandy,monsoon,low,26.1,67.63,mothbeans
sandy,autumn,medium,21.82,92.88,orange
red,autumn,medium,19.09,95.24,orange
red,monsoon,medium,23.96,98.66,tea
loamy,autumn,medium,26.28,54.64,guava
black,winter,medium,13.96,7.74,kidneybeans
loamy,monsoon,medium,23.9,69.93,chili
loamy,monsoon,medium,22.59,68.94,chili
loamy,winter,medium,10.47,32.77,wheat
loamy,monsoon,high,27.15,95.05,papaya
sandy,winter,low,14.15,31.56,onion
clay,winter,medium,6.95,21.73,wheat
sandy,summer,medium,30.34,38.92,chili
clay,winter,low,11.76,18.44,barley
loamy,summer,medium,29.74,40.72,chili
red,summer,medium,30.1,51.98,turmeric
clay,winter,medium,8.29,20.67,wheat
black,summer,low,27.48,69.12,cotton
red,summer,low,32.79,40.77,sorghum
loamy,monsoon,high,22.58,96.48,jute
loamy,autumn,medium,23.54,91.32,apple
black,summer,low,31.62,40.02,millets
red,monsoon,medium,22.18,92.9,ginger
red,winter,medium,18.3,88.53,apple
black,monsoon,low,29.64,80.75,blackgram
loamy,summer,medium,25.22,77.67,orange
red,monsoon,medium,26.27,87.25,ginger
sandy,summer,low,24.66,44.08,pomegranate
red,monsoon,low,25.67,59.9,pigeonpeas
loamy,winter,medium,16.32,55.08,lentil
loamy,monsoon,medium,25.23,68.93,pigeonpeas
loamy,monsoon,low,26.32,76.46,blackgram
loamy,winter,low,14.31,16.39,kidneybeans
loamy,winter,low,12.76,22.32,barley
red,summer,medium,37.51,40.33,mango
loamy,monsoon,high,27.11,73.12,sugarcane
black,monsoon,high,25.47,94.12,rice
black,winter,medium,7.4,25.49,wheat
black,monsoon,high,25.03,80.01,sugarcane
loamy,monsoon,high,23.34,92.35,banana
clay,winter,medium,7.62,17.73,wheat
black,summer,medium,26.38,51.96,maize
red,monsoon,medium,23.6,95.21,ginger
black,winter,low,16.29,56.07,lentil
loamy,summer,high,29.51,61.17,ginger
sandy,monsoon,low,28.93,69.87,mothbeans
black,winter,medium,7.44,22.05,wheat
clay,winter,medium,10.43,20.45,wheat
clay,monsoon,medium,25.62,93.11,ginger
loamy,summer,medium,27.05,68.17,cotton
loamy,winter,medium,11.63,34.42,wheat
black,monsoon,medium,21.55,64.01,chili
loamy,summer,high,25.4,79.7,coconut
sandy,winter,medium,9.33,39.47,potato
black,monsoon,medium,25.22,64.43,chili
sandy,summer,high,27.53,70.51,watermelon
loamy,summer,medium,29.27,78.41,orange
loamy,monsoon,high,20.96,93.48,jute
sandy,autumn,medium,22.36,56.02,tomato
loamy,summer,medium,29.25,40.85,chili
sandy,summer,low,25.31,75.37,grapes
red,monsoon,high,25.07,100.0,banana
sandy,autumn,low,22.17,60.52,pomegranate
black,summer,high,34.54,47.56,sugarcane
loamy,monsoon,medium,26.68,67.72,guava
sandy,summer,high,30.2,78.51,coconut
loamy,winter,medium,17.27,31.89,tomato
loamy,autumn,medium,23.46,94.43,apple
clay,winter,low,12.9,16.06,barley
loamy,monsoon,high,26.34,87.95,ginger
loamy,summer,medium,24.93,36.55,tomato
loamy,winter,medium,11.37,31.94,wheat
sandy,winter,low,13.39,34.66,onion
sandy,summer,medium,24.91,59.5,maize
loamy,monsoon,high,26.54,80.87,turmeric
red,autumn,low,28.51,52.61,sorghum
loamy,autumn,medium,22.53,94.03,apple
red,monsoon,low,23.44,62.89,millets
loamy,monsoon,high,24.64,97.86,coconut
sandy,monsoon,medium,21.04,78.44,maize
loamy,summer,medium,24.61,74.44,orange
black,winter,low,9.69,11.36,chickpea
black,winter,medium,4.4,28.83,wheat
sandy,autumn,medium,25.39,49.75,tomato
loamy,summer,medium,34.25,87.96,papaya
black,summer,medium,25.55,79.62,cotton
black,monsoon,high,24.91,94.6,banana
loamy,monsoon,medium,32.59,98.17,papaya
loamy,summer,medium,26.6,33.6,tomato
red,winter,low,9.7,9.21,chickpea
loamy,autumn,medium,25.07,54.95,coffee
loamy,summer,low,32.06,38.39,millets
sandy,autumn,medium,30.15,90.71,muskmelon
sandy,summer,medium,23.77,59.1,maize
sandy,summer,medium,26.65,56.09,maize
black,monsoon,medium,23.56,56.17,chili
sandy,summer,medium,29.06,73.62,watermelon
sandy,summer,medium,31.73,75.16,watermelon
loamy,winter,medium,10.07,11.88,kidneybeans
loamy,summer,low,31.85,45.65,mothbeans
sandy,monsoon,medium,19.32,80.64,maize
loamy,summer,medium,30.49,70.67,muskmelon
loamy,summer,high,26.23,68.39,jute
black,winter,low,8.65,1.93,chickpea
clay,monsoon,medium,25.1,89.93,ginger
loamy,monsoon,medium,29.13,79.48,turmeric
loamy,monsoon,medium,22.38,71.72,chili
loamy,autumn,low,23.44,80.44,grapes
sandy,monsoon,low,28.78,98.07,mungbean
black,winter,medium,12.59,8.03,kidneybeans
red,autumn,low,26.83,56.22,mothbeans
clay,winter,medium,8.86,9.42,kidneybeans
loamy,monsoon,high,25.44,77.49,sugarcane
loamy,autumn,low,21.63,57.69,pomegranate
black,summer,low,31.4,58.16,blackgram
black,summer,medium,27.77,41.36,chili
sandy,winter,medium,18.49,41.26,tomato
loamy,autumn,high,25.35,87.61,tea
loamy,monsoon,high,23.21,85.99,ginger
clay,monsoon,medium,21.83,100.0,rice
loamy,summer,medium,26.62,82.56,orange
loamy,monsoon,high,23.67,94.54,jute
loamy,winter,medium,11.94,12.54,kidneybeans
red,winter,medium,16.31,90.89,apple
loamy,autumn,medium,16.48,32.6,wheat
sandy,summer,low,30.13,31.41,millets
red,summer,low,28.73,68.31,grapes
loamy,monsoon,high,25.37,92.83,banana
sandy,summer,medium,27.2,56.74,maize
loamy,monsoon,medium,26.25,86.05,blackgram
loamy,monsoon,medium,31.15,97.74,papaya
loamy,monsoon,medium,27.93,67.71,coffee
clay,summer,high,26.81,69.03,rice
loamy,summer,medium,30.99,34.0,tomato
black,winter,medium,2.98,26.06,wheat
red,summer,low,26.15,71.96,grapes
loamy,summer,high,32.24,69.79,banana
red,summer,medium,29.36,57.47,turmeric
sandy,autumn,low,23.89,55.82,pomegranate
black,summer,medium,29.4,41.25,chili
loamy,monsoon,high,24.6,79.7,ginger
red,monsoon,medium,24.92,74.16,coffee
loamy,autumn,low,24.31,59.82,lentil
loamy,monsoon,high,24.6,100.0,coconut
loamy,summer,low,27.34,71.83,grapes
loamy,summer,medium,34.35,41.8,guava
sandy,summer,medium,26.51,57.07,maize
sandy,autumn,low,18.3,28.49,barley
loamy,winter,low,16.69,30.35,onion
black,summer,medium,28.38,37.3,chili
red,monsoon,low,24.02,64.07,millets
sandy,summer,low,31.04,77.71,mungbean
sandy,monsoon,low,26.91,65.62,mothbeans
black,winter,low,10.46,16.38,barley
sandy,autumn,low,21.41,55.44,pomegranate
black,summer,low,31.61,39.25,pigeonpeas
loamy,winter,medium,11.01,27.71,wheat
black,winter,low,9.65,21.66,barley
loamy,monsoon,high,30.06,100.0,papaya
sandy,summer,low,30.11,40.16,sorghum
loamy,summer,medium,27.28,63.52,grapes
sandy,summer,medium,25.7,58.61,maize
sandy,monsoon,medium,20.08,80.37,maize
sandy,autumn,medium,25.76,52.19,tomato
black,monsoon,high,23.59,94.54,jute
red,summer,medium,31.25,74.52,muskmelon
red,monsoon,low,25.53,59.07,millets
loamy,monsoon,low,27.98,97.35,mungbean
black,summer,low,30.3,42.02,pigeonpeas
loamy,monsoon,low,24.49,67.62,pigeonpeas
loamy,autumn,low,20.85,79.33,grapes
red,autumn,low,20.69,57.02,pomegranate
loamy,monsoon,high,28.6,70.24,sugarcane
loamy,winter,medium,14.0,12.33,kidneybeans
black,winter,medium,12.04,14.54,kidneybeans
sandy,autumn,low,19.58,56.0,pomegranate
red,summer,medium,32.22,55.42,turmeric
sandy,summer,high,32.74,76.26,coconut
black,summer,low,27.31,70.8,cotton
red,summer,low,30.02,36.67,pigeonpeas
loamy,autumn,medium,25.98,90.2,orange
loamy,monsoon,medium,18.54,73.67,maize
loamy,monsoon,medium,25.99,69.89,coffee
clay,winter,medium,8.65,24.17,wheat
loamy,autumn,low,20.17,63.18,pomegranate
black,summer,low,28.32,71.79,cotton
red,autumn,low,27.22,51.06,sorghum
sandy,summer,medium,31.26,50.01,guava
sandy,summer,medium,36.47,77.07,papaya
loamy,monsoon,medium,24.89,68.93,coffee
black,summer,high,27.68,77.8,rice
loamy,summer,medium,25.33,66.27,cotton
loamy,autumn,low,16.39,16.95,chickpea
black,monsoon,medium,21.91,96.16,cotton
clay,winter,low,5.84,22.81,wheat
clay,monsoon,high,24.92,89.19,banana
loamy,monsoon,medium,24.46,64.36,pigeonpeas
sandy,summer,low,32.71,77.03,muskmelon
black,winter,medium,13.95,9.3,kidneybeans
